iter	Passed	Remaining
232	14276	46996
233	14327	46900
234	14382	46820
235	14435	46732
236	14492	46656
237	14557	46609
238	14624	46566
239	14691	46521
240	14746	46443
241	14809	46386
242	14867	46314
243	14931	46264
244	14991	46198
245	15042	46105
246	15098	46027
247	15146	45927
248	15203	45855
249	15260	45781
250	15318	45712
251	15373	45633
252	15426	45547
253	15483	45475
254	15540	45401
255	15596	45326
256	15657	45266
257	15710	45182
258	15766	45106
259	15824	45039
260	15876	44953
261	15937	44892
262	15992	44815
263	16052	44752
264	16106	44673
265	16169	44617
266	16232	44562
267	16287	44487
268	16345	44417
269	16408	44363
270	16465	44291
271	16523	44225
272	16588	44174
273	16650	44117
274	16711	44058
275	16768	43987
276	16825	43915
277	16887	43859
278	16942	43782
279	17008	43737
280	17071	43682
281	17131	43618
282	17199	43575
283	17258	43509
284	17312	43434
285	17370	43364
286	17431	43304
287	17485	43227
288	17543	43161
289	17597	43084
290	17657	43022
291	17713	42950
292	17767	42873
293	17822	42797
294	17886	42745
295	17936	42660
296	17989	42582
297	18046	42512
298	18095	42423
299	18147	42344
300	18211	42291
301	18279	42247
302	18338	42184
303	18400	42126
304	18457	42059
305	18517	41997
306	18576	41932
307	18633	41863
308	18691	41797
309	18745	41723
310	18799	41649
311	18854	41575
312	18928	41546
313	18993	41495
314	19058	41445
315	19119	41385
316	19179	41324
317	19239	41261
318	19298	41199
319	19365	41151
320	19431	41103
321	19497	41054
322	19559	40996
323	19629	40954
324	19692	40900
325	19755	40844
326	19823	40799
327	19889	40749
328	19955	40699
329	20022	40651
330	20090	40606
331	20164	40572
332	20230	40521
333	20291	40461
334	20354	40405
335	20416	40347
336	20484	40300
337	20557	40263
338	20649	40263
339	20727	40236
340	20816	40228
341	20948	40304
342	21051	40322
343	21144	40321
344	21239	40323
345	21326	40311
346	21412	40294
347	21513	40306
348	21652	40388
349	21789	40465
350	21893	40480
351	21986	40475
352	22093	40494
353	22197	40507
354	22283	40486
355	22371	40469
356	22441	40419
357	22515	40376
358	22592	40338
359	22657	40279
360	22732	40238
361	22813	40207
362	22890	40168
363	22972	40139
364	23050	40100
365	23132	40070
366	23201	40017
367	23269	39963
368	23332	39899
369	23397	39839
370	23464	39781
371	23529	39722
372	23582	39640
373	23643	39574
374	23714	39523
375	23778	39462
376	23843	39401
377	23905	39337
378	23972	39279
379	24029	39205
380	24093	39144
381	24149	39069
382	24215	39009
383	24273	38938
384	24326	38859
385	24395	38804
386	24462	38747
387	24527	38688
388	24590	38624
389	24644	38546
390	24698	38469
391	24752	38391
392	24806	38313
393	24855	38229
394	24909	38152
395	24973	38091
396	25041	38035
397	25110	37980
398	25166	37907
399	25219	37829
400	25273	37752
401	25325	37673
402	25375	37591
403	25426	37510
404	25484	37440
405	25532	37356
406	25581	37272
407	25630	37189
408	25676	37102
409	25728	37024
410	25782	36949
411	25838	36876
412	25905	36819
413	25969	36759
414	26145	36855
415	26267	36876
416	26350	36839
417	26410	36773
418	26470	36704
419	26532	36640
420	26588	36567
421	26645	36494
422	26700	36421
423	26755	36346
424	26812	36275
425	26869	36205
426	26923	36128
427	26985	36064
428	27051	36005
429	27115	35943
430	27179	35881
431	27236	35811
432	27294	35741
433	27346	35664
434	27399	35587
435	27454	35514
436	27517	35451
437	27568	35373
438	27621	35297
439	27671	35217
440	27725	35144
441	27782	35073
442	27841	35006
443	27897	34934
444	27953	34862
445	28024	34810
446	28087	34748
447	28150	34685
448	28210	34618
449	28268	34550
450	28326	34482
451	28384	34413
452	28441	34342
453	28495	34269
454	28554	34202
455	28610	34131
456	28663	34057
457	28716	33983
458	28777	33918
459	28830	33844
460	28884	33771
461	28938	33698
462	29006	33642
463	29076	33588
464	29142	33530
465	29203	33465
466	29264	33400
467	29320	33330
468	29374	33257
469	29423	33179
470	29472	33101
471	29523	33025
472	29570	32946
473	29619	32869
474	29669	32792
475	29719	32716
476	29769	32640
477	29818	32563
478	29866	32485
479	29913	32406
480	29961	32328
481	30014	32256
482	30062	32179
483	30112	32103
484	30160	32026
485	30210	31951
486	30260	31876
487	30311	31802
488	30361	31727
489	30425	31666
490	30473	31590
491	30523	31516
492	30574	31442
493	30623	31367
494	30674	31294
495	30724	31220
496	30775	31146
497	30826	31073
498	30876	31000
499	30927	30927
500	30976	30852
501	31026	30779
502	31080	30710
503	31132	30638
504	31187	30569
505	31238	30497
506	31304	30439
507	31370	30382
508	31430	30318
509	31489	30254
510	31554	30195
511	31615	30133
512	31670	30065
513	31730	30001
514	31782	29931
515	31834	29859
516	31884	29787
517	31935	29715
518	31983	29642
519	32036	29571
520	32088	29501
521	32142	29433
522	32195	29363
523	32245	29291
524	32307	29230
525	32365	29166
526	32422	29100
527	32478	29034
528	32534	28967
529	32589	28899
530	32642	28831
531	32692	28759
532	32739	28685
533	32790	28614
534	32839	28542
535	32888	28470
536	32937	28398
537	32987	28327
538	33035	28255
539	33082	28181
540	33130	28108
541	33178	28036
542	33224	27962
543	33271	27889
544	33319	27816
545	33371	27748
546	33418	27675
547	33465	27602
548	33514	27532
549	33566	27463
550	33616	27393
551	33665	27323
552	33714	27252
553	33766	27183
554	33816	27113
555	33875	27051
556	33924	26980
557	33972	26910
558	34022	26840
559	34072	26771
560	34126	26704
561	34175	26635
562	34225	26566
563	34275	26496
564	34325	26427
565	34375	26358
566	34425	26289
567	34471	26217
568	34523	26150
569	34575	26083
570	34624	26014
571	34672	25944
572	34722	25875
573	34769	25804
574	34820	25737
575	34869	25668
576	34919	25599
577	34969	25531
578	35021	25464
579	35074	25399
580	35131	25336
581	35189	25273
582	35250	25213
583	35306	25149
584	35358	25083
585	35412	25018
586	35462	24950
587	35513	24883
588	35563	24816
589	35611	24746
590	35670	24685
591	35718	24616
592	35762	24545
593	35812	24477
594	35859	24408
595	35908	24340
596	35957	24273
597	36007	24205
598	36057	24138
599	36127	24085
600	36180	24020
601	36231	23953
602	36282	23887
603	36333	23821
604	36382	23753
605	36435	23688
606	36488	23624
607	36539	23558
608	36601	23499
609	36665	23441
610	36722	23379
611	36781	23318
612	36842	23259
613	36895	23194
614	36952	23133
615	37005	23068
616	37053	23000
617	37102	22933
618	37150	22866
619	37200	22800
620	37250	22734
621	37300	22668
622	37351	22602
623	37399	22535
624	37455	22473
625	37505	22407
626	37555	22341
627	37610	22279
628	37667	22217
629	37722	22154
630	37780	22093
631	37837	22032
632	37892	21969
633	37944	21904
634	37992	21838
635	38041	21772
636	38092	21707
637	38137	21639
638	38187	21573
639	38234	21506
640	38283	21441
641	38344	21382
642	38393	21316
643	38438	21248
644	38487	21183
645	38534	21116
646	38583	21051
647	38633	20986
648	38683	20921
649	38733	20856
650	38784	20792
651	38835	20728
652	38885	20663
653	38935	20598
654	38984	20534
655	39033	20468
656	39083	20404
657	39134	20340
658	39184	20276
659	39237	20213
660	39289	20149
661	39336	20084
662	39388	20021
663	39438	19956
664	39492	19894
665	39540	19829
666	39588	19764
667	39640	19701
668	39690	19637
669	39740	19573
670	39788	19508
671	39840	19445
672	39888	19381
673	39942	19319
674	39991	19255
675	40039	19190
676	40089	19127
677	40147	19067
678	40196	19003
679	40246	18939
680	40295	18875
681	40347	18812
682	40398	18750
683	40452	18688
684	40504	18626
685	40557	18564
686	40607	18500
687	40660	18439
688	40712	18376
689	40764	18314
690	40816	18252
691	40865	18188
692	40918	18127
693	40971	18065
694	41020	18001
695	41070	17938
696	41128	17879
697	41179	17817
698	41227	17753
699	41275	17689
700	41324	17626
701	41373	17562
702	41435	17505
703	41492	17445
704	41548	17385
705	41602	17324
706	41653	17262
707	41705	17200
708	41756	17138
709	41807	17076
710	41857	17013
711	41905	16950
712	41949	16885
713	41996	16822
714	42047	16760
715	42093	16696
716	42142	16633
717	42192	16571
718	42241	16508
719	42292	16447
720	42341	16384
721	42390	16321
722	42439	16259
723	42490	16197
724	42539	16135
725	42590	16074
726	42640	16011
727	42690	15950
728	42737	15887
729	42788	15825
730	42838	15764
731	42889	15702
732	42938	15640
733	42988	15578
734	43038	15517
735	43088	15455
736	43139	15394
737	43202	15337
738	43264	15280
739	43324	15222
740	43381	15162
741	43435	15102
742	43487	15042
743	43537	14980
744	43585	14918
745	43634	14856
746	43684	14795
747	43730	14732
748	43775	14669
749	43820	14606
750	43877	14548
751	43925	14485
752	43971	14423
753	44018	14361
754	44067	14300
755	44114	14237
756	44164	14176
757	44214	14116
758	44267	14055
759	44317	13994
760	44365	13933
761	44416	13872
762	44465	13811
763	44516	13751
764	44564	13689
765	44613	13628
766	44661	13567
767	44710	13506
768	44758	13445
769	44805	13383
770	44854	13322
771	44904	13261
772	44962	13203
773	45026	13147
774	45083	13088
775	45141	13030
776	45195	12971
777	45250	12912
778	45303	12852
779	45351	12791
780	45402	12731
781	45457	12672
782	45503	12610
783	45548	12549
784	45596	12488
785	45646	12428
786	45696	12367
787	45745	12307
788	45804	12249
789	45852	12188
790	45901	12128
791	45951	12068
792	46000	12007
793	46051	11947
794	46101	11887
795	46147	11826
796	46198	11767
797	46253	11708
798	46301	11647
799	46351	11587
800	46404	11528
801	46453	11468
802	46502	11408
803	46550	11348
804	46599	11288
805	46649	11228
806	46704	11169
807	46753	11109
808	46803	11049
809	46851	10989
810	46900	10930
811	46949	10870
812	46998	10810
813	47052	10751
814	47102	10692
815	47151	10632
816	47202	10572
817	47251	10513
818	47302	10453
819	47354	10394
820	47406	10335
821	47468	10279
822	47525	10221
823	47581	10162
824	47641	10105
825	47750	10058
826	47823	10004
827	47888	9947
828	47956	9892
829	48019	9835
830	48081	9778
831	48142	9721
832	48228	9668
833	48309	9615
834	48362	9556
835	48423	9499
836	48481	9441
837	48538	9383
838	48595	9325
839	48645	9265
840	48698	9206
841	48751	9148
842	48804	9089
843	48858	9030
844	48912	8972
845	48963	8912
846	49021	8855
847	49074	8796
848	49123	8736
849	49173	8677
850	49227	8619
851	49278	8560
852	49328	8500
853	49380	8442
854	49432	8383
855	49485	8324
856	49539	8266
857	49595	8208
858	49655	8150
859	49709	8092
860	49765	8034
861	49829	7977
862	49900	7921
863	49963	7864
864	50024	7807
865	50089	7750
866	50151	7693
867	50219	7637
868	50295	7581
869	50384	7528
870	50462	7473
871	50560	7421
872	50656	7369
873	50746	7315
874	50829	7261
875	50908	7206
876	50977	7149
877	51047	7093
878	51126	7037
879	51218	6984
880	51295	6928
881	51377	6873
882	51453	6817
883	51530	6761
884	51601	6705
885	51674	6648
886	51749	6592
887	51827	6536
888	51923	6483
889	51986	6425
890	52047	6367
891	52111	6309
892	52177	6251
893	52248	6194
894	52316	6137
895	52390	6080
896	52457	6023
897	52518	5965
898	52591	5908
899	52658	5850
900	52723	5793
901	52807	5737
902	52866	5678
903	52927	5620
904	52987	5562
905	53046	5503
906	53109	5445
907	53171	5387
908	53237	5329
909	53305	5271
910	53370	5214
911	53443	5156
912	53528	5100
913	53591	5042
914	53661	4984
915	53724	4926
916	53786	4868
917	53856	4810
918	53928	4753
919	54005	4696
920	54079	4638
921	54143	4580
922	54213	4522
923	54283	4464
924	54353	4407
925	54423	4349
926	54494	4291
927	54568	4233
928	54642	4176
929	54725	4119
930	54794	4061
931	54862	4002
932	54943	3945
933	55017	3887
934	55098	3830
935	55174	3772
936	55236	3713
937	55303	3655
938	55372	3597
939	55438	3538
940	55498	3479
941	55561	3420
942	55622	3362
943	55683	3303
944	55749	3244
945	55810	3185
946	55875	3127
947	55931	3067
948	55999	3009
949	56058	2950
950	56112	2891
951	56170	2832
952	56227	2773
953	56291	2714
954	56348	2655
955	56409	2596
956	56468	2537
957	56529	2478
958	56585	2419
959	56640	2360
960	56707	2301
961	56762	2242
962	56823	2183
963	56882	2124
964	56943	2065
965	57001	2006
966	57060	1947
967	57115	1888
968	57167	1828
969	57225	1769
970	57274	1710
971	57332	1651
972	57385	1592
973	57449	1533
974	57504	1474
975	57562	1415
976	57617	1356
977	57663	1297
978	57717	1238
979	57777	1179
980	57837	1120
981	57905	1061
982	57964	1002
983	58019	943
984	58073	884
985	58126	825
986	58184	766
987	58242	707
988	58303	648
989	58355	589
990	58410	530
991	58466	471
992	58521	412
993	58576	353
994	58629	294
995	58687	235
996	58742	176
997	58802	117
998	58861	58
999	58921	0
