iter	MultiClass
345	0.2649521319
346	0.263697854
347	0.2629750466
348	0.2618640889
349	0.2615449133
350	0.2608994816
351	0.2600602944
352	0.2588226301
353	0.2578436884
354	0.2574283627
355	0.256541941
356	0.2560022417
357	0.2546524012
358	0.2541203157
359	0.2531642317
360	0.2522051368
361	0.2520176041
362	0.2511955704
363	0.2505016864
364	0.2500850515
365	0.2491922502
366	0.2483481086
367	0.2476987622
368	0.2464527093
369	0.245526035
370	0.2444877065
371	0.2437568847
372	0.2429033779
373	0.2423800745
374	0.2413864502
375	0.2405198635
376	0.239777746
377	0.2385160517
378	0.2378652054
379	0.2371897314
380	0.2364089016
381	0.2355546205
382	0.2348174507
383	0.2339893308
384	0.233279468
385	0.2329228047
386	0.2323058108
387	0.2315466314
388	0.2311007667
389	0.2307644304
390	0.2301375721
391	0.2294155039
392	0.2290192683
393	0.2286317873
394	0.2280439568
395	0.2273478133
396	0.2267308606
397	0.2258899833
398	0.2247644939
399	0.2239935926
400	0.2234025016
401	0.222271203
402	0.2218239909
403	0.2212733172
404	0.2206288914
405	0.2204084206
406	0.2198000028
407	0.2190496375
408	0.2184184432
409	0.2175463671
410	0.217007091
411	0.216369284
412	0.2156303041
413	0.2155043109
414	0.2148963351
415	0.2142393752
416	0.213734461
417	0.2132216074
418	0.2127567842
419	0.2122431421
420	0.2110810526
421	0.2105559073
422	0.2099392882
423	0.2091516841
424	0.2085734297
425	0.2077658547
426	0.2069449482
427	0.2065966832
428	0.2059648076
429	0.2054768812
430	0.2047600511
431	0.2045078724
432	0.2040826514
433	0.2035916916
434	0.2033300456
435	0.2027436248
436	0.2022342702
437	0.2015840258
438	0.2012175083
439	0.2003755494
440	0.199652176
441	0.1989620428
442	0.1985706926
443	0.1983616241
444	0.1976197777
445	0.1968454116
446	0.1963993103
447	0.1957246646
448	0.1952028796
449	0.194731982
450	0.1939489636
451	0.1933598367
452	0.1927923543
453	0.1921811318
454	0.1915218545
455	0.191137184
456	0.1907311336
457	0.1902287537
458	0.1897624452
459	0.1891495007
460	0.1887042181
461	0.1883435025
462	0.1874758293
463	0.1869290541
464	0.18655846
465	0.1857750162
466	0.1853029022
467	0.1848704236
468	0.1844695548
469	0.1841016544
470	0.1836215955
471	0.1831598307
472	0.1826930124
473	0.1822536612
474	0.1819080582
475	0.1816445631
476	0.1809432371
477	0.1802338368
478	0.1797149788
479	0.1792907201
480	0.1787246199
481	0.1781366109
482	0.177904698
483	0.1773756602
484	0.1769612406
485	0.1764737473
486	0.1759750177
487	0.1757677158
488	0.1755030566
489	0.1752116664
490	0.1746191781
491	0.1742695145
492	0.1740696899
493	0.1737546056
494	0.1731704728
495	0.1728062468
496	0.1720997779
497	0.1716003857
498	0.171317452
499	0.1708062392
500	0.1705037534
501	0.170093312
502	0.1697632875
503	0.1692527737
504	0.1688128258
505	0.1684972878
506	0.1681475039
507	0.1678579724
508	0.1674212089
509	0.1671195448
510	0.1668304016
511	0.1663280107
512	0.1657174398
513	0.1652643844
514	0.1647024838
515	0.1643889832
516	0.1639723843
517	0.1635919333
518	0.1631944748
519	0.1627916193
520	0.1623549893
521	0.1622669186
522	0.1617966624
523	0.1613165736
524	0.1608992236
525	0.1605919875
526	0.1603170718
527	0.1599802832
528	0.1594171636
529	0.1591416269
530	0.1588461311
531	0.1584520431
532	0.1580930222
533	0.1578788139
534	0.1576606215
535	0.1573453011
536	0.1568497015
537	0.1565448766
538	0.1559387579
539	0.1556201857
540	0.1552684694
541	0.1549907186
542	0.1546028974
543	0.1543076803
544	0.1540906898
545	0.1538157086
546	0.1535846718
547	0.1530983021
548	0.1528011475
549	0.1525263588
550	0.1521288107
551	0.1518517362
552	0.1515041883
553	0.1510735675
554	0.1508273766
555	0.150366414
556	0.1500614207
557	0.1496595768
558	0.149411797
559	0.1491339466
560	0.1487425069
561	0.14844859
562	0.1479489166
563	0.1476247625
564	0.147291748
565	0.1469528455
566	0.1467726904
567	0.1464469037
568	0.1459939607
569	0.1456224348
570	0.145273698
571	0.1448404835
572	0.1445712515
573	0.1443728735
574	0.1439674649
575	0.1437381678
576	0.1433590874
577	0.1429253497
578	0.142690825
579	0.1424484724
580	0.1422687922
581	0.1420471025
582	0.141673055
583	0.1414196088
584	0.1410618552
585	0.1406292915
586	0.1404812042
587	0.1401610182
588	0.1399447764
589	0.1397901988
590	0.1394496293
591	0.1390396081
592	0.13874177
593	0.1384252751
594	0.1381331331
595	0.1379345473
596	0.1377519484
597	0.1375806956
598	0.1373856041
599	0.1370691027
600	0.1367327612
601	0.1363376255
602	0.135912728
603	0.1355981197
604	0.135163203
605	0.1347586783
606	0.1343560104
607	0.1340295915
608	0.1338690258
609	0.1337071298
610	0.1334930141
611	0.1331254679
612	0.1329047223
613	0.1325041931
614	0.1321145425
615	0.1317313206
616	0.1315592787
617	0.1312834108
618	0.1309529956
619	0.1305577711
620	0.1301886705
621	0.1298846314
622	0.1296190881
623	0.1292542321
624	0.1290624412
625	0.1289437097
626	0.1285612366
627	0.1282301419
628	0.1279267874
629	0.1277048155
630	0.1274181355
631	0.1272872541
632	0.1271803175
633	0.1270180931
634	0.1268806153
635	0.1265596625
636	0.1264129112
637	0.1261166028
638	0.1258783242
639	0.1255829672
640	0.1253496552
641	0.1250915895
642	0.124682908
643	0.124460704
644	0.1243265347
645	0.1241192411
646	0.1238346674
647	0.1235073887
648	0.1232306163
649	0.1229038598
650	0.1226710732
651	0.1223303589
652	0.1221051319
653	0.1218119441
654	0.1216010493
655	0.1213263122
656	0.1211022247
657	0.1207843358
658	0.1205361488
659	0.1202088106
660	0.1200556348
661	0.119911665
662	0.1196202287
663	0.1194660307
664	0.1192667514
665	0.1188871613
666	0.1186005336
667	0.1184100157
668	0.1180683671
669	0.1178537928
670	0.1176234891
671	0.1174159584
672	0.1171236094
673	0.1169582688
674	0.1166324784
675	0.116344118
676	0.1159959304
677	0.115762945
678	0.1155638458
679	0.1153552342
680	0.115226301
681	0.1150043351
682	0.1147196391
683	0.1145094366
684	0.1143498361
685	0.1140943413
686	0.1138509837
687	0.1136313311
688	0.1134371473
689	0.1131432147
690	0.1130490712
691	0.1127247121
692	0.1125007556
693	0.1123214473
694	0.1121409007
695	0.1120027958
696	0.1118026404
697	0.1116717685
698	0.111504432
699	0.1112790707
700	0.1110898947
701	0.1107861304
702	0.1107217956
703	0.1105760608
704	0.1103767284
705	0.110236675
706	0.1099849527
707	0.1098601975
708	0.1097706727
709	0.1094712443
710	0.1093291163
711	0.1090727874
712	0.1088992862
713	0.1087713326
714	0.1086364833
715	0.108402162
716	0.1082280097
717	0.1080008336
718	0.1079750596
719	0.1077223596
720	0.1075208028
721	0.1072981624
722	0.1070825147
723	0.106817151
724	0.1066651224
725	0.1064059413
726	0.1062141118
727	0.1059915608
728	0.1057910458
729	0.1057177744
730	0.1056166334
731	0.1054636774
732	0.1052421944
733	0.1050332993
734	0.1048603289
735	0.1045869485
736	0.1043621744
737	0.104138116
738	0.1038560596
739	0.1036224223
740	0.1034616708
741	0.1032826844
742	0.103100935
743	0.1028818848
744	0.1028003407
745	0.1026452081
746	0.1024905611
747	0.1022254712
748	0.1021073561
749	0.102000367
750	0.101868921
751	0.1016138398
752	0.1015083614
753	0.1013278737
754	0.101188582
755	0.1010068313
756	0.100936089
757	0.1007898729
758	0.1006112947
759	0.1004551288
760	0.1002643942
761	0.1001179721
762	0.09995820049
763	0.09973903421
764	0.09969119876
765	0.09945392261
766	0.099249795
767	0.0990646039
768	0.0988525041
769	0.09874066846
770	0.09844020498
771	0.09824694302
772	0.09797889468
773	0.0978160048
774	0.09757280743
775	0.09748124302
776	0.09739779973
777	0.09717596395
778	0.0970146827
779	0.09684921477
780	0.09664479476
781	0.09643607803
782	0.09626494045
783	0.0961579554
784	0.095935497
785	0.09571649791
786	0.09555901827
787	0.09544504532
788	0.09526888004
789	0.09514049329
790	0.09500225011
791	0.09491962825
792	0.0947002557
793	0.09463042449
794	0.09448605938
795	0.09435580579
796	0.09429284739
797	0.09414162299
798	0.09400819944
799	0.09391722933
800	0.09379553435
801	0.09358392485
802	0.09342640769
803	0.09316112019
804	0.09301312511
805	0.09278887188
806	0.09265421664
807	0.0924008408
808	0.09225746942
809	0.09221057033
810	0.09214742997
811	0.0919685712
812	0.09181927003
813	0.09164364799
814	0.09153543273
815	0.09137752056
816	0.09127253862
817	0.09115618163
818	0.09103767314
819	0.09090597219
820	0.09072495548
821	0.09058233715
822	0.09048698925
823	0.09030319026
824	0.09022218996
825	0.09000485429
826	0.08979469317
827	0.08970581508
828	0.08958917338
829	0.08945830325
830	0.08934262199
831	0.08921964525
832	0.08910366017
833	0.08896728738
834	0.08886379341
835	0.0887526937
836	0.08865246367
837	0.08853871678
838	0.08841543368
839	0.08826809139
840	0.0881209619
841	0.08798437855
842	0.08788514367
843	0.08786749828
844	0.08769663574
845	0.08754708143
846	0.08745809559
847	0.08723876563
848	0.08717398682
849	0.08710605411
850	0.08693024576
851	0.08678202866
852	0.08664229779
853	0.08657412754
854	0.08641338475
855	0.0862228489
856	0.08613229073
857	0.08597690746
858	0.08581519861
859	0.08569088167
860	0.08556529694
861	0.08540967724
862	0.08535617806
863	0.08529789092
864	0.08506457532
865	0.08487062647
866	0.08476727467
867	0.08463899998
868	0.08456276198
869	0.08444728948
870	0.0842835424
871	0.08413537453
872	0.08408092866
873	0.08388448946
874	0.08377847405
875	0.0836168035
876	0.08354759885
877	0.083475104
878	0.08329545112
879	0.08317139218
880	0.08307633959
881	0.08293766283
882	0.08286475726
883	0.08277028906
884	0.08265883095
885	0.08254048319
886	0.08244412582
887	0.08236171712
888	0.08221049666
889	0.08208201103
890	0.08198560241
891	0.08196888165
892	0.0818272215
893	0.0816951201
894	0.08162258853
895	0.08149392244
896	0.08137134499
897	0.08117253917
898	0.08108252607
899	0.08094441011
900	0.08086810399
901	0.08072756905
902	0.0806419466
903	0.08052244483
904	0.08043001984
905	0.0802689117
906	0.08013326315
907	0.08000940479
908	0.07988032648
909	0.07971517486
910	0.07965458099
911	0.07958792363
912	0.07946082065
913	0.07932568386
914	0.07921221193
915	0.07905001234
916	0.0789398251
917	0.07882710498
918	0.0786695459
919	0.07857626744
920	0.07845353571
921	0.07830742412
922	0.0781502417
923	0.07804668614
924	0.07791963516
925	0.07782517311
926	0.07774006856
927	0.07767119437
928	0.07751915606
929	0.07745574469
930	0.07726797311
931	0.07718282585
932	0.07705837134
933	0.07693496978
934	0.07684213444
935	0.07670015487
936	0.07662164293
937	0.07660857417
938	0.07642936502
939	0.07633988972
940	0.07625230481
941	0.07610149802
942	0.07599031888
943	0.07590665747
944	0.07580923793
945	0.07559965085
946	0.07550037325
947	0.07536925679
948	0.07525484891
949	0.07517935839
950	0.0749748494
951	0.0748874329
952	0.07484378727
953	0.07472147244
954	0.07460743027
955	0.07445870938
956	0.07432238709
957	0.07419008842
958	0.07411073219
959	0.07404198615
960	0.07395487928
961	0.07386118579
962	0.07367897892
963	0.07361593945
964	0.07353976581
965	0.07345499324
966	0.07339336754
967	0.07332625932
968	0.07325946643
969	0.07316056181
970	0.07303933886
971	0.07299389709
972	0.07287163346
973	0.07275948756
974	0.0727116168
975	0.07260984366
976	0.07256701205
977	0.07247634297
978	0.07234957408
979	0.07224672406
980	0.07214691947
981	0.07205951036
982	0.07195032585
983	0.07188179878
984	0.07186086193
985	0.07175553303
986	0.07169238
987	0.07166500809
988	0.07160799374
989	0.07148182504
990	0.07139331963
991	0.07134975636
992	0.07127657827
993	0.07116593841
994	0.07103938445
995	0.07098354663
996	0.07094126335
997	0.07087895672
998	0.07077460296
999	0.07073834715
