iter	Logloss
714	0.2203086542
715	0.2200692105
716	0.2198681994
717	0.2197481013
718	0.219555991
719	0.2193281732
720	0.2192713939
721	0.2190950614
722	0.2189264362
723	0.2188531006
724	0.2187430453
725	0.2186395554
726	0.2184196524
727	0.2183863581
728	0.2182079497
729	0.2180207441
730	0.2179211467
731	0.2178692201
732	0.2177959105
733	0.2177534039
734	0.2176576082
735	0.2175479292
736	0.2172848189
737	0.2172072145
738	0.2171045161
739	0.2169004946
740	0.216831856
741	0.2166438719
742	0.216484511
743	0.2163880277
744	0.2161313012
745	0.2159893918
746	0.2157140978
747	0.2156013956
748	0.2154233115
749	0.2152303968
750	0.215182778
751	0.2149030984
752	0.21474449
753	0.2146649653
754	0.2145790048
755	0.214428973
756	0.2142896847
757	0.2141685226
758	0.2139625549
759	0.2138132108
760	0.2135474536
761	0.2133960594
762	0.2133408631
763	0.2131814762
764	0.2130634282
765	0.2129102953
766	0.2126910022
767	0.2125882259
768	0.2124419958
769	0.2122631852
770	0.2120757849
771	0.2119235863
772	0.2118290492
773	0.2117365753
774	0.2116304514
775	0.2114273383
776	0.211258739
777	0.2111348781
778	0.2108912046
779	0.2106831349
780	0.2105032992
781	0.2104037019
782	0.2101523081
783	0.2099310946
784	0.2099103473
785	0.2097983198
786	0.2096552038
787	0.2093791832
788	0.2092028767
789	0.2090066144
790	0.2087928746
791	0.2087030995
792	0.2086177489
793	0.208564914
794	0.2083240691
795	0.2081231357
796	0.2079326344
797	0.2078034407
798	0.2077580926
799	0.207485692
800	0.2073773235
801	0.2072941787
802	0.2071857842
803	0.2070860311
804	0.2068799077
805	0.2067794281
806	0.2066163952
807	0.2064488469
808	0.2062780549
809	0.2061430224
810	0.2058907334
811	0.2056982598
812	0.2056383405
813	0.2055326189
814	0.2053842609
815	0.2052426371
816	0.2050049191
817	0.2048347888
818	0.2046826551
819	0.2045702642
820	0.2043926862
821	0.2042853946
822	0.204047482
823	0.2039014596
824	0.2036529593
825	0.2035270094
826	0.2034245446
827	0.2033842567
828	0.2032285288
829	0.2030456439
830	0.2028976492
831	0.2028205508
832	0.2026601519
833	0.2025726474
834	0.2024289086
835	0.2022654475
836	0.2020606216
837	0.20186349
838	0.2016660599
839	0.2014274338
840	0.201365127
841	0.2012198961
842	0.2010671395
843	0.2009220642
844	0.2007520247
845	0.2006223769
846	0.2004691922
847	0.2002604478
848	0.2001748636
849	0.2000378589
850	0.1999285432
851	0.1997636289
852	0.1996371081
853	0.1995626177
854	0.1994537042
855	0.199142988
856	0.199045324
857	0.1988878445
858	0.198722489
859	0.1986035198
860	0.1984661128
861	0.198242473
862	0.1980396063
863	0.1978093621
864	0.1976961019
865	0.1975254137
866	0.1973880197
867	0.1971577236
868	0.1970098067
869	0.1969744883
870	0.1968571669
871	0.1967020619
872	0.1965664195
873	0.1963418455
874	0.1961140535
875	0.1959884021
876	0.19588608
877	0.1956427308
878	0.1955765186
879	0.1954518273
880	0.1953288357
881	0.1950705262
882	0.194929084
883	0.1948383617
884	0.1947328477
885	0.1946480031
886	0.1944565027
887	0.1943615505
888	0.1941586709
889	0.1941032799
890	0.1939862829
891	0.1937691436
892	0.1936015175
893	0.1934119763
894	0.1933782149
895	0.1932756982
896	0.193216272
897	0.1931768923
898	0.1930618416
899	0.1929297415
900	0.1927751035
901	0.192639539
902	0.1925409797
903	0.1924285629
904	0.1921808671
905	0.1920439532
906	0.1919133582
907	0.1917638454
908	0.191532654
909	0.1913171236
910	0.1911997892
911	0.1909979087
912	0.1909300876
913	0.1908499011
914	0.1906662506
915	0.190490022
916	0.1902934094
917	0.1901517077
918	0.1900509555
919	0.1899230464
920	0.1898185964
921	0.1896028324
922	0.1894094376
923	0.1891836828
924	0.1890087906
925	0.1888613928
926	0.1886707228
927	0.1885623283
928	0.1884955062
929	0.1883179022
930	0.1881716851
931	0.1880240408
932	0.1879222636
933	0.1878189943
934	0.1877649528
935	0.1876618003
936	0.1875303878
937	0.1874107049
938	0.1873008313
939	0.1871995861
940	0.1869720148
941	0.1868664618
942	0.1867585993
943	0.1865634269
944	0.1865505556
945	0.1863394757
946	0.186314771
947	0.1861395674
948	0.1859958415
949	0.1858734209
950	0.1857784297
951	0.1856201198
952	0.1854724754
953	0.1853164102
954	0.1852576716
955	0.1851068354
956	0.1850428289
957	0.1848988306
958	0.1847943027
959	0.1846780323
960	0.1844913716
961	0.1844004287
962	0.1842796689
963	0.1840615045
964	0.1839559646
965	0.1839029351
966	0.1837551221
967	0.1836693433
968	0.1835061677
969	0.1833129416
970	0.1832372445
971	0.1830941285
972	0.18302174
973	0.1827903799
974	0.1825900694
975	0.1824662864
976	0.1823127383
977	0.1821458259
978	0.1820831429
979	0.1820187601
980	0.1818982209
981	0.1816027246
982	0.1814272355
983	0.1813145073
984	0.181176231
985	0.1809870402
986	0.1809440794
987	0.1808108245
988	0.1806234243
989	0.1805302107
990	0.1803904812
991	0.1801058192
992	0.1798167456
993	0.1797608875
994	0.1797214819
995	0.179563678
996	0.179446162
997	0.1793194725
998	0.1791483172
999	0.179063784
