iter	Passed	Remaining
267	1535	4194
268	1539	4184
269	1542	4169
270	1544	4154
271	1546	4140
272	1549	4125
273	1552	4114
274	1557	4105
275	1560	4093
276	1562	4079
277	1567	4069
278	1573	4065
279	1577	4056
280	1580	4044
281	1583	4031
282	1588	4024
283	1592	4014
284	1595	4003
285	1598	3989
286	1601	3978
287	1604	3966
288	1606	3952
289	1608	3939
290	1611	3926
291	1613	3912
292	1617	3903
293	1621	3893
294	1623	3880
295	1627	3870
296	1631	3860
297	1636	3853
298	1638	3840
299	1640	3828
300	1643	3816
301	1645	3803
302	1649	3794
303	1652	3783
304	1654	3770
305	1657	3759
306	1660	3748
307	1662	3736
308	1666	3727
309	1669	3716
310	1672	3704
311	1675	3693
312	1677	3681
313	1681	3674
314	1684	3662
315	1686	3650
316	1689	3640
317	1692	3628
318	1694	3617
319	1698	3610
320	1701	3598
321	1704	3588
322	1707	3578
323	1709	3566
324	1713	3558
325	1716	3548
326	1718	3536
327	1720	3525
328	1723	3514
329	1725	3502
330	1728	3494
331	1731	3483
332	1733	3472
333	1735	3461
334	1738	3450
335	1740	3439
336	1743	3430
337	1746	3420
338	1748	3409
339	1750	3398
340	1753	3388
341	1756	3379
342	1760	3371
343	1762	3361
344	1765	3351
345	1767	3340
346	1769	3330
347	1771	3319
348	1775	3312
349	1778	3302
350	1780	3292
351	1782	3282
352	1785	3272
353	1787	3261
354	1789	3251
355	1793	3243
356	1795	3233
357	1797	3223
358	1800	3214
359	1802	3204
360	1804	3194
361	1808	3187
362	1810	3177
363	1813	3167
364	1815	3158
365	1819	3151
366	1823	3145
367	1825	3135
368	1828	3126
369	1830	3117
370	1833	3108
371	1835	3098
372	1838	3090
373	1841	3082
374	1843	3072
375	1846	3064
376	1848	3054
377	1851	3046
378	1854	3038
379	1856	3029
380	1859	3021
381	1861	3012
382	1864	3004
383	1868	2997
384	1873	2992
385	1877	2986
386	1881	2979
387	1885	2973
388	1888	2965
389	1890	2957
390	1893	2948
391	1895	2939
392	1897	2931
393	1900	2922
394	1904	2917
395	1907	2909
396	1909	2900
397	1912	2892
398	1914	2883
399	1917	2876
400	1922	2871
401	1924	2862
402	1927	2854
403	1929	2846
404	1931	2837
405	1936	2833
406	1938	2825
407	1941	2816
408	1943	2808
409	1946	2800
410	1948	2792
411	1952	2786
412	1955	2778
413	1957	2770
414	1959	2762
415	1961	2754
416	1966	2749
417	1969	2742
418	1971	2734
419	1974	2726
420	1976	2718
421	1979	2711
422	1983	2705
423	1985	2697
424	1987	2689
425	1990	2681
426	1992	2674
427	1996	2668
428	2001	2663
429	2003	2655
430	2005	2647
431	2008	2640
432	2010	2632
433	2014	2626
434	2016	2619
435	2018	2611
436	2021	2604
437	2024	2597
438	2026	2589
439	2029	2583
440	2032	2575
441	2034	2568
442	2036	2560
443	2041	2555
444	2043	2549
445	2048	2544
446	2051	2538
447	2053	2530
448	2056	2523
449	2058	2516
450	2063	2511
451	2065	2504
452	2068	2497
453	2070	2490
454	2072	2483
455	2075	2476
456	2079	2471
457	2081	2463
458	2084	2456
459	2086	2449
460	2089	2442
461	2092	2436
462	2095	2430
463	2098	2423
464	2100	2416
465	2103	2410
466	2107	2405
467	2112	2401
468	2115	2395
469	2118	2388
470	2120	2381
471	2122	2374
472	2127	2370
473	2129	2363
474	2132	2356
475	2134	2350
476	2137	2343
477	2140	2337
478	2144	2332
479	2147	2326
480	2149	2319
481	2151	2312
482	2154	2306
483	2158	2301
484	2161	2294
485	2163	2288
486	2165	2281
487	2168	2274
488	2170	2268
489	2174	2262
490	2176	2256
491	2178	2249
492	2180	2242
493	2184	2237
494	2188	2232
495	2192	2227
496	2196	2222
497	2198	2216
498	2200	2209
499	2204	2204
500	2207	2198
501	2209	2191
502	2212	2185
503	2214	2179
504	2216	2172
505	2220	2167
506	2222	2161
507	2224	2154
508	2227	2148
509	2229	2142
510	2233	2137
511	2237	2132
512	2240	2127
513	2243	2120
514	2246	2115
515	2250	2110
516	2254	2105
517	2256	2099
518	2260	2095
519	2262	2088
520	2265	2082
521	2268	2077
522	2271	2071
523	2273	2065
524	2276	2059
525	2278	2053
526	2281	2047
527	2284	2042
528	2286	2036
529	2289	2030
530	2291	2024
531	2293	2017
532	2296	2011
533	2299	2007
534	2302	2001
535	2304	1995
536	2307	1989
537	2309	1983
538	2311	1977
539	2314	1971
540	2317	1966
541	2319	1960
542	2322	1954
543	2324	1948
544	2327	1942
545	2329	1936
546	2332	1931
547	2334	1925
548	2337	1919
549	2339	1914
550	2342	1909
551	2347	1904
552	2351	1900
553	2354	1895
554	2357	1890
555	2359	1884
556	2362	1879
557	2365	1873
558	2367	1867
559	2369	1862
560	2372	1856
561	2374	1850
562	2377	1845
563	2381	1841
564	2384	1835
565	2386	1830
566	2388	1824
567	2391	1818
568	2395	1814
569	2398	1809
570	2402	1805
571	2405	1799
572	2407	1794
573	2411	1789
574	2413	1783
575	2415	1778
576	2417	1772
577	2420	1767
578	2422	1761
579	2425	1756
580	2428	1751
581	2430	1745
582	2433	1740
583	2435	1734
584	2438	1729
585	2441	1724
586	2444	1719
587	2446	1714
588	2449	1709
589	2451	1703
590	2453	1698
591	2456	1693
592	2459	1688
593	2461	1682
594	2464	1677
595	2466	1671
596	2469	1666
597	2471	1661
598	2475	1656
599	2477	1651
600	2479	1646
601	2483	1641
602	2485	1636
603	2488	1631
604	2491	1626
605	2494	1621
606	2498	1617
607	2502	1613
608	2505	1608
609	2507	1603
610	2510	1598
611	2512	1592
612	2514	1587
613	2517	1582
614	2519	1577
615	2522	1572
616	2525	1567
617	2527	1562
618	2529	1557
619	2532	1551
620	2534	1546
621	2538	1542
622	2540	1537
623	2542	1532
624	2545	1527
625	2547	1522
626	2549	1516
627	2553	1512
628	2556	1507
629	2558	1502
630	2560	1497
631	2562	1492
632	2565	1487
633	2568	1482
634	2570	1477
635	2573	1472
636	2575	1467
637	2578	1462
638	2581	1458
639	2586	1455
640	2589	1450
641	2591	1445
642	2594	1440
643	2596	1435
644	2599	1430
645	2602	1426
646	2604	1421
647	2606	1416
648	2609	1411
649	2611	1406
650	2614	1401
651	2617	1396
652	2619	1392
653	2622	1387
654	2624	1382
655	2627	1377
656	2630	1373
657	2633	1368
658	2636	1364
659	2638	1359
660	2641	1354
661	2644	1349
662	2647	1345
663	2649	1340
664	2652	1336
665	2654	1331
666	2657	1326
667	2659	1321
668	2662	1317
669	2665	1312
670	2667	1308
671	2670	1303
672	2672	1298
673	2674	1293
674	2677	1289
675	2680	1284
676	2683	1280
677	2686	1275
678	2688	1270
679	2690	1266
680	2692	1261
681	2696	1257
682	2698	1252
683	2701	1248
684	2703	1243
685	2707	1239
686	2711	1235
687	2713	1230
688	2716	1225
689	2718	1221
690	2720	1216
691	2722	1211
692	2725	1207
693	2728	1203
694	2732	1199
695	2735	1194
696	2737	1190
697	2739	1185
698	2743	1181
699	2747	1177
700	2749	1172
701	2751	1168
702	2754	1163
703	2758	1159
704	2762	1156
705	2766	1152
706	2770	1148
707	2773	1143
708	2778	1140
709	2782	1136
710	2786	1132
711	2790	1128
712	2795	1125
713	2800	1121
714	2804	1117
715	2811	1114
716	2815	1111
717	2819	1107
718	2825	1104
719	2830	1100
720	2834	1096
721	2840	1093
722	2845	1090
723	2849	1086
724	2851	1081
725	2856	1078
726	2859	1073
727	2862	1069
728	2864	1064
729	2867	1060
730	2871	1056
731	2874	1052
732	2877	1048
733	2879	1043
734	2881	1038
735	2887	1035
736	2891	1031
737	2893	1027
738	2895	1022
739	2899	1018
740	2903	1014
741	2905	1010
742	2908	1005
743	2910	1001
744	2913	997
745	2916	992
746	2919	988
747	2921	984
748	2924	979
749	2926	975
750	2929	971
751	2931	966
752	2935	962
753	2938	958
754	2941	954
755	2943	950
756	2946	945
757	2949	941
758	2953	937
759	2955	933
760	2958	929
761	2961	924
762	2963	920
763	2968	917
764	2972	913
765	2977	909
766	2982	906
767	2987	902
768	2991	898
769	2996	894
770	3002	891
771	3006	887
772	3010	883
773	3016	880
774	3020	876
775	3022	872
776	3024	868
777	3027	863
778	3032	860
779	3034	855
780	3036	851
781	3039	847
782	3041	843
783	3046	839
784	3050	835
785	3054	831
786	3056	827
787	3061	823
788	3067	820
789	3071	816
790	3073	812
791	3078	808
792	3080	804
793	3082	799
794	3085	795
795	3087	791
796	3090	787
797	3093	783
798	3096	778
799	3098	774
800	3100	770
801	3103	766
802	3105	761
803	3109	757
804	3111	753
805	3113	749
806	3116	745
807	3118	741
808	3124	737
809	3126	733
810	3129	729
811	3131	724
812	3133	720
813	3137	716
814	3142	713
815	3146	709
816	3148	705
817	3151	701
818	3153	696
819	3156	692
820	3159	688
821	3161	684
822	3164	680
823	3166	676
824	3168	672
825	3172	668
826	3174	664
827	3176	659
828	3179	655
829	3181	651
830	3184	647
831	3187	643
832	3189	639
833	3192	635
834	3194	631
835	3196	627
836	3198	622
837	3201	618
838	3204	614
839	3207	610
840	3210	606
841	3214	603
842	3218	599
843	3221	595
844	3223	591
845	3225	587
846	3228	583
847	3230	579
848	3233	575
849	3236	571
850	3238	567
851	3241	562
852	3243	558
853	3245	554
854	3248	550
855	3252	547
856	3254	543
857	3256	538
858	3259	534
859	3262	531
860	3264	526
861	3268	523
862	3270	519
863	3272	515
864	3275	511
865	3277	507
866	3279	503
867	3283	499
868	3285	495
869	3288	491
870	3290	487
871	3292	483
872	3294	479
873	3298	475
874	3301	471
875	3303	467
876	3307	463
877	3311	460
878	3316	456
879	3319	452
880	3322	448
881	3325	444
882	3327	440
883	3330	437
884	3333	433
885	3335	429
886	3338	425
887	3341	421
888	3344	417
889	3348	413
890	3351	410
891	3354	406
892	3357	402
893	3359	398
894	3363	394
895	3366	390
896	3368	386
897	3371	382
898	3374	379
899	3377	375
900	3380	371
901	3383	367
902	3385	363
903	3388	359
904	3390	355
905	3393	352
906	3396	348
907	3398	344
908	3400	340
909	3403	336
910	3405	332
911	3408	328
912	3411	325
913	3413	321
914	3415	317
915	3418	313
916	3420	309
917	3423	305
918	3426	302
919	3429	298
920	3431	294
921	3433	290
922	3436	286
923	3438	282
924	3442	279
925	3444	275
926	3448	271
927	3451	267
928	3455	264
929	3459	260
930	3461	256
931	3464	252
932	3466	248
933	3470	245
934	3474	241
935	3476	237
936	3479	233
937	3481	230
938	3484	226
939	3486	222
940	3489	218
941	3492	215
942	3494	211
943	3497	207
944	3499	203
945	3501	199
946	3505	196
947	3508	192
948	3510	188
949	3514	184
950	3517	181
951	3520	177
952	3523	173
953	3525	169
954	3527	166
955	3530	162
956	3532	158
957	3535	155
958	3538	151
959	3540	147
960	3543	143
961	3546	140
962	3551	136
963	3554	132
964	3556	128
965	3558	125
966	3560	121
967	3563	117
968	3565	114
969	3569	110
970	3571	106
971	3574	102
972	3576	99
973	3578	95
974	3581	91
975	3584	88
976	3587	84
977	3591	80
978	3595	77
979	3598	73
980	3603	69
981	3606	66
982	3610	62
983	3614	58
984	3618	55
985	3622	51
986	3626	47
987	3629	44
988	3634	40
989	3637	36
990	3641	33
991	3644	29
992	3649	25
993	3653	22
994	3656	18
995	3660	14
996	3665	11
997	3668	7
998	3672	3
999	3675	0
