iter	MultiClass
0	0.9727531207
1	0.883413876
2	0.7907209492
3	0.7098825694
4	0.6472654524
5	0.5902501199
6	0.5414038851
7	0.4949361125
8	0.4526337291
9	0.4186996496
10	0.3853843688
11	0.3548524106
12	0.3317350473
13	0.3048824354
14	0.2820899526
15	0.2634879378
16	0.2461567762
17	0.2285278737
18	0.2134285715
19	0.199604802
20	0.1876679308
21	0.1758218292
22	0.16851321
23	0.1584825036
24	0.1483903938
25	0.1407998712
26	0.1353601122
27	0.127656784
28	0.1210820599
29	0.1151777476
30	0.1081807569
31	0.1039314031
32	0.09827928073
33	0.09499275712
34	0.09026646034
35	0.08499298465
36	0.08060533054
37	0.07678263599
38	0.07339196602
39	0.07028412265
40	0.06750886353
41	0.06425788021
42	0.06144083196
43	0.0591452012
44	0.05656629415
45	0.05414957682
46	0.05185176492
47	0.04984947024
48	0.04777889173
49	0.04583580179
50	0.04479557378
51	0.04416992775
52	0.04290074052
53	0.04228693189
54	0.04054626627
55	0.03963284802
56	0.03826697969
57	0.03706045345
58	0.03555703097
59	0.03494019523
60	0.03416838252
61	0.0333899145
62	0.0331113138
63	0.0317541268
64	0.03097062571
65	0.03040392691
66	0.02984956746
67	0.02961190985
68	0.02938894449
69	0.02840918159
70	0.02810633075
71	0.02783617497
72	0.02693058876
73	0.02654736602
74	0.02603943192
75	0.02537620825
76	0.02500490846
77	0.02433164204
78	0.02369070638
79	0.02287904131
80	0.02276730067
81	0.02267705047
82	0.0222786111
83	0.02211202511
84	0.0212587629
85	0.02096172391
86	0.0203395761
87	0.02005777986
88	0.01950979599
89	0.01941613927
90	0.01904120602
91	0.01851524347
92	0.01796724435
93	0.01738222174
94	0.01727127222
95	0.01672316278
96	0.01618876957
97	0.01608905643
98	0.01598081887
99	0.01594869828
100	0.01584835912
101	0.01559754859
102	0.01517969348
103	0.01469200055
104	0.01440384133
105	0.01435410173
106	0.01413526378
107	0.01381030402
108	0.01361634153
109	0.0132434457
110	0.01299032088
111	0.0127046862
112	0.01241987592
113	0.01230028896
114	0.01206964389
115	0.01202093948
116	0.0119682433
117	0.01174999396
118	0.01157525886
119	0.01145450223
120	0.01128780463
121	0.01123972246
122	0.0110427643
123	0.0108447541
124	0.0107138383
125	0.01062272429
126	0.01057738372
127	0.01040646363
128	0.01019194083
129	0.01001067017
130	0.009846190113
131	0.009811841303
132	0.009696104028
133	0.009661068571
134	0.009511562665
135	0.009473339281
136	0.009426676529
137	0.009228437208
138	0.00916885599
139	0.009039505485
